Cement_component_1,Blast Furnace Slag_component_2,Fly_Ash_component_3,Water_component_4,Superplasticizer_component_5,Coarse_Aggregate_component_6,Fine_Aggregate_component_7,Age_day,prediction
0.0,174.7,154.8,10.2,1053.5,776.4,28.0,40.15,44.938
0.0,174.7,154.8,10.2,1053.5,776.4,56.0,46.64,48.74400000000001
0.0,174.7,154.8,10.2,1053.5,776.4,100.0,50.08,57.048222222222236
0.0,174.2,154.6,11.7,1052.3,775.5,3.0,17.37,26.925666666666665
0.0,174.2,154.6,11.7,1052.3,775.5,14.0,33.7,32.081833333333336
0.0,174.2,154.6,11.7,1052.3,775.5,28.0,45.94,47.777
0.0,174.2,154.6,11.7,1052.3,775.5,56.0,51.43,49.166000000000004
0.0,174.2,154.6,11.7,1052.3,775.5,100.0,59.3,54.59866666666668
97.8,24.5,160.7,11.2,1061.7,782.5,3.0,30.45,40.28583333333334
97.8,24.5,160.7,11.2,1061.7,782.5,14.0,47.71,52.6485
97.8,24.5,160.7,11.2,1061.7,782.5,28.0,63.14,52.99966666666667
97.8,24.5,160.7,11.2,1061.7,782.5,56.0,66.82,54.36166666666668
97.8,24.5,160.7,11.2,1061.7,782.5,100.0,66.95,58.23244444444445
54.6,123.8,140.8,11.9,1075.7,792.7,3.0,27.42,37.6735
54.6,123.8,140.8,11.9,1075.7,792.7,14.0,35.96,38.421499999999995
54.6,123.8,140.8,11.9,1075.7,792.7,28.0,55.51,51.092
54.6,123.8,140.8,11.9,1075.7,792.7,56.0,61.99,52.92750000000001
54.6,123.8,140.8,11.9,1075.7,792.7,100.0,63.53,54.21311111111111
53.8,121.9,155.6,9.6,1014.3,780.6,3.0,18.02,33.842
53.8,121.9,155.6,9.6,1014.3,780.6,14.0,38.6,48.669
53.8,121.9,155.6,9.6,1014.3,780.6,28.0,52.2,51.54600000000001
53.8,121.9,155.6,9.6,1014.3,780.6,56.0,53.96,52.8085
53.8,121.9,155.6,9.6,1014.3,780.6,100.0,56.63,57.420666666666676
0.0,124.1,158.5,11.3,1078.7,794.9,3.0,15.34,23.616666666666667
0.0,124.1,158.5,11.3,1078.7,794.9,14.0,26.05,27.740500000000004
0.0,124.1,158.5,11.3,1078.7,794.9,28.0,30.22,29.0935
0.0,124.1,158.5,11.3,1078.7,794.9,56.0,37.27,42.28033333333333
0.0,124.1,158.5,11.3,1078.7,794.9,100.0,46.23,48.729444444444454
0.0,0.0,214.6,0.0,1003.5,762.4,3.0,16.28,27.690499999999997
0.0,0.0,214.6,0.0,1003.5,762.4,14.0,25.62,30.625
0.0,0.0,214.6,0.0,1003.5,762.4,28.0,31.97,33.201499999999996
0.0,0.0,214.6,0.0,1003.5,762.4,56.0,36.3,42.96566666666668
0.0,0.0,214.6,0.0,1003.5,762.4,100.0,43.06,44.92200000000001
0.0,0.0,140.0,4.0,966.0,853.0,28.0,67.57,50.30166666666667
0.0,59.0,142.0,1.9,1098.0,641.0,28.0,57.23,47.13150000000001
137.0,0.0,145.0,5.9,1130.0,745.0,28.0,81.75,57.09800000000001
0.0,60.0,195.0,0.0,1030.0,630.0,28.0,64.02,48.39900000000001
0.0,0.0,165.0,11.3,1030.0,745.0,28.0,78.8,42.283166666666666
0.0,0.0,162.0,8.2,801.0,802.0,28.0,41.37,46.25116666666666
0.0,0.0,170.0,5.2,855.0,855.0,28.0,60.28,47.95516666666667
0.0,0.0,185.0,6.9,920.0,720.0,28.0,56.83,46.25766666666666
0.0,0.0,175.0,5.2,870.0,805.0,28.0,51.02,47.70516666666666
0.0,136.0,158.0,20.0,903.0,768.0,28.0,55.55,42.636
0.0,0.0,200.0,3.0,1124.4,613.2,28.0,44.13,46.50650000000001
50.0,0.0,200.0,3.0,1124.4,613.2,28.0,39.38,54.968
17.2,158.0,167.0,20.8,967.0,633.0,28.0,55.65,44.49850000000001
17.5,163.0,167.0,17.9,996.0,652.0,28.0,47.28,49.393000000000015
17.6,158.0,189.0,15.3,967.0,633.0,28.0,44.33,46.86050000000001
0.0,0.0,175.0,0.0,1120.0,695.0,28.0,52.3,44.551833333333335
200.0,0.0,190.0,0.0,1145.0,660.0,28.0,49.25,53.27183333333333
0.0,0.0,162.0,8.3,801.0,802.0,28.0,41.37,47.114666666666665
116.0,119.0,184.0,5.7,833.0,880.0,28.0,29.16,48.884
128.0,122.0,182.0,6.4,824.0,879.0,28.0,39.4,53.05533333333334
156.0,0.0,189.0,5.9,981.0,760.0,28.0,39.3,51.58166666666667
180.0,95.0,159.0,9.5,860.0,800.0,28.0,67.87,52.541999999999994
0.0,0.0,162.0,9.5,1044.0,662.0,28.0,58.52,42.419666666666664
190.0,0.0,163.0,7.6,1031.0,685.0,28.0,53.58,52.82466666666668
119.0,0.0,160.0,9.0,1061.0,657.0,28.0,59.0,47.63316666666667
180.0,120.0,162.0,10.4,830.0,765.0,28.0,76.24,48.678999999999995
0.0,0.0,151.0,9.0,1033.0,655.0,28.0,69.84,44.06283333333333
0.0,143.6,163.8,0.0,1005.6,900.9,3.0,14.4,31.521333333333338
128.5,132.1,175.1,8.1,1005.8,746.6,3.0,19.42,42.23266666666667
129.8,118.6,179.9,3.6,1007.3,746.8,3.0,20.73,39.89416666666666
129.9,128.6,175.5,7.8,1006.3,746.6,3.0,14.94,38.62266666666666
13.6,172.4,156.8,4.1,1006.3,856.4,3.0,21.29,35.82433333333334
50.1,173.5,164.8,6.5,1006.2,793.5,3.0,23.08,44.99766666666666
75.4,167.0,164.0,7.9,1007.3,770.1,3.0,15.52,38.47866666666667
93.4,159.9,172.3,9.7,1007.2,746.6,3.0,15.82,33.87983333333333
0.0,125.2,166.6,9.9,1079.0,798.9,3.0,12.55,23.120833333333334
0.0,95.7,191.8,5.3,948.9,857.2,3.0,8.49,22.162333333333336
0.0,174.2,159.2,11.7,1043.6,771.9,3.0,15.61,23.247666666666667
0.0,100.5,170.2,7.5,998.0,901.8,3.0,12.18,28.704333333333334
0.0,118.3,192.9,5.8,1043.6,754.3,3.0,11.98,28.44683333333333
0.0,143.6,163.8,0.0,1005.6,900.9,14.0,16.88,31.206500000000005
128.5,132.1,175.1,8.1,1005.8,746.6,14.0,33.09,44.42983333333334
129.8,118.6,179.9,3.6,1007.3,746.8,14.0,34.24,48.424
129.9,128.6,175.5,7.8,1006.3,746.6,14.0,31.81,45.04433333333334
13.6,172.4,156.8,4.1,1006.3,856.4,14.0,29.75,42.102000000000004
50.1,173.5,164.8,6.5,1006.2,793.5,14.0,33.01,50.49166666666667
75.4,167.0,164.0,7.9,1007.3,770.1,14.0,32.9,45.03366666666668
93.4,159.9,172.3,9.7,1007.2,746.6,14.0,29.55,42.20066666666666
0.0,125.2,166.6,9.9,1079.0,798.9,14.0,19.42,27.771666666666665
0.0,95.7,191.8,5.3,948.9,857.2,14.0,24.66,36.624
0.0,174.2,159.2,11.7,1043.6,771.9,14.0,29.59,32.081833333333336
0.0,100.5,170.2,7.5,998.0,901.8,14.0,24.28,37.70400000000001
0.0,118.3,192.9,5.8,1043.6,754.3,14.0,20.73,36.73100000000001
0.0,143.6,163.8,0.0,1005.6,900.9,28.0,26.2,35.00100000000001
128.5,132.1,175.1,8.1,1005.8,746.6,28.0,46.39,55.01500000000001
129.8,118.6,179.9,3.6,1007.3,746.8,28.0,39.16,54.43416666666667
129.9,128.6,175.5,7.8,1006.3,746.6,28.0,41.2,52.7555
13.6,172.4,156.8,4.1,1006.3,856.4,28.0,33.69,42.102000000000004
50.1,173.5,164.8,6.5,1006.2,793.5,28.0,38.2,58.96199999999999
75.4,167.0,164.0,7.9,1007.3,770.1,28.0,41.41,55.23049999999999
93.4,159.9,172.3,9.7,1007.2,746.6,28.0,37.81,52.63666666666667
0.0,125.2,166.6,9.9,1079.0,798.9,28.0,24.85,27.771666666666665
0.0,95.7,191.8,5.3,948.9,857.2,28.0,27.22,38.56600000000001
0.0,174.2,159.2,11.7,1043.6,771.9,28.0,44.64,47.777
0.0,100.5,170.2,7.5,998.0,901.8,28.0,37.27,45.3925
0.0,118.3,192.9,5.8,1043.6,754.3,28.0,33.27,37.729000000000006
0.0,143.6,163.8,0.0,1005.6,900.9,56.0,36.56,45.17066666666668
128.5,132.1,175.1,8.1,1005.8,746.6,56.0,53.72,57.32299999999999
129.8,118.6,179.9,3.6,1007.3,746.8,56.0,48.59,57.74899999999999
129.9,128.6,175.5,7.8,1006.3,746.6,56.0,51.72,54.181999999999995
13.6,172.4,156.8,4.1,1006.3,856.4,56.0,35.85,47.36700000000001
50.1,173.5,164.8,6.5,1006.2,793.5,56.0,53.77,62.33399999999999
75.4,167.0,164.0,7.9,1007.3,770.1,56.0,53.46,57.5385
93.4,159.9,172.3,9.7,1007.2,746.6,56.0,48.99,57.04050000000001
0.0,125.2,166.6,9.9,1079.0,798.9,56.0,31.72,29.890666666666668
0.0,95.7,191.8,5.3,948.9,857.2,56.0,39.64,45.18325000000001
0.0,174.2,159.2,11.7,1043.6,771.9,56.0,51.26,49.166000000000004
0.0,100.5,170.2,7.5,998.0,901.8,56.0,43.39,49.19850000000001
0.0,118.3,192.9,5.8,1043.6,754.3,56.0,39.27,41.192
0.0,143.6,163.8,0.0,1005.6,900.9,100.0,37.96,47.59566666666668
128.5,132.1,175.1,8.1,1005.8,746.6,100.0,55.02,59.63391666666667
129.8,118.6,179.9,3.6,1007.3,746.8,100.0,49.99,62.18258333333334
129.9,128.6,175.5,7.8,1006.3,746.6,100.0,53.66,57.262416666666674
13.6,172.4,156.8,4.1,1006.3,856.4,100.0,37.68,56.614333333333335
50.1,173.5,164.8,6.5,1006.2,793.5,100.0,56.06,66.88566666666667
75.4,167.0,164.0,7.9,1007.3,770.1,100.0,56.81,66.49233333333333
93.4,159.9,172.3,9.7,1007.2,746.6,100.0,50.94,62.49500000000002
0.0,125.2,166.6,9.9,1079.0,798.9,100.0,33.56,30.599
0.0,95.7,191.8,5.3,948.9,857.2,100.0,41.16,45.404916666666665
0.0,174.2,159.2,11.7,1043.6,771.9,100.0,52.96,54.59866666666668
0.0,100.5,170.2,7.5,998.0,901.8,100.0,44.28,50.52058333333335
0.0,118.3,192.9,5.8,1043.6,754.3,100.0,40.15,45.62391666666667
24.0,79.0,162.0,11.6,967.0,712.0,28.0,57.03,51.40650000000001
24.0,79.0,162.0,11.6,967.0,712.0,28.0,44.42,51.194500000000005
24.0,79.0,162.0,11.6,967.0,712.0,28.0,51.02,51.3365
24.0,79.0,162.0,10.3,967.0,712.0,28.0,53.39,51.863
24.0,79.0,162.0,11.6,967.0,712.0,3.0,35.36,36.47266666666667
24.0,79.0,162.0,11.6,967.0,712.0,3.0,25.02,31.843666666666667
24.0,79.0,162.0,11.6,967.0,712.0,3.0,23.35,31.843666666666667
24.0,79.0,162.0,11.6,967.0,712.0,7.0,52.01,51.76816666666667
24.0,79.0,162.0,11.6,967.0,712.0,7.0,38.02,50.28016666666667
24.0,79.0,162.0,11.6,967.0,712.0,7.0,39.3,50.28016666666667
24.0,79.0,162.0,11.6,967.0,712.0,56.0,61.07,53.12950000000001
24.0,79.0,162.0,11.6,967.0,712.0,56.0,56.14,52.669000000000004
24.0,79.0,162.0,11.6,967.0,712.0,56.0,55.25,52.669000000000004
24.0,79.0,162.0,10.3,967.0,712.0,56.0,54.77,53.1255
20.0,94.0,157.0,14.3,938.0,845.0,28.0,50.24,46.08833333333334
20.0,94.0,157.0,13.9,938.0,845.0,28.0,46.68,46.08833333333334
20.0,94.0,157.0,11.6,938.0,845.0,28.0,46.68,50.1175
20.0,94.0,157.0,14.3,938.0,845.0,3.0,22.75,32.631499999999996
20.0,94.0,157.0,13.9,938.0,845.0,3.0,25.51,32.631499999999996
20.0,94.0,157.0,11.6,938.0,845.0,3.0,34.77,37.16366666666666
20.0,94.0,157.0,14.3,938.0,845.0,7.0,36.84,44.849500000000006
20.0,94.0,157.0,13.9,938.0,845.0,7.0,45.9,46.519999999999996
20.0,94.0,157.0,11.6,938.0,845.0,7.0,41.67,50.549166666666665
20.0,94.0,157.0,14.3,938.0,845.0,56.0,56.34,47.3325
20.0,94.0,157.0,13.9,938.0,845.0,56.0,47.97,47.734
20.0,94.0,157.0,11.6,938.0,845.0,56.0,61.46,52.278499999999994
19.0,97.0,145.0,13.1,967.0,871.0,28.0,44.03,48.265499999999996
19.0,97.0,145.0,12.3,967.0,871.0,28.0,55.45,49.3375
26.0,123.0,210.0,3.9,882.0,699.0,28.0,55.55,56.3725
26.0,123.0,201.0,3.9,822.0,699.0,28.0,57.92,56.3725
26.0,123.0,210.0,3.9,882.0,699.0,3.0,25.61,37.63133333333334
26.0,123.0,210.0,3.9,882.0,699.0,7.0,33.49,46.177333333333344
26.0,123.0,210.0,3.9,882.0,699.0,56.0,59.59,57.35058333333333
26.0,123.0,201.0,3.9,822.0,699.0,3.0,29.55,46.177333333333344
26.0,123.0,201.0,3.9,822.0,699.0,7.0,37.92,51.31516666666666
26.0,123.0,201.0,3.9,822.0,699.0,56.0,61.86,59.19991666666667
22.0,132.0,178.0,8.5,822.0,750.0,28.0,62.05,53.87550000000001
22.0,132.0,178.0,8.5,882.0,750.0,3.0,32.01,43.36416666666667
22.0,132.0,168.0,8.9,822.0,750.0,28.0,72.1,55.84450000000002
22.0,132.0,178.0,8.5,822.0,750.0,7.0,39.0,49.94566666666667
22.0,132.0,178.0,8.5,822.0,750.0,56.0,65.7,54.70450000000001
22.0,132.0,168.0,8.9,822.0,750.0,3.0,32.11,42.19683333333333
22.0,132.0,168.0,8.9,822.0,750.0,7.0,40.29,52.02316666666667
22.0,132.0,168.0,8.9,822.0,750.0,56.0,74.36,56.783500000000004
11.0,141.0,206.0,1.7,942.0,801.0,28.0,21.97,34.9525
11.0,141.0,206.0,1.7,942.0,801.0,3.0,9.85,22.023333333333333
11.0,141.0,206.0,1.7,942.0,801.0,7.0,15.07,31.935833333333342
11.0,141.0,206.0,1.7,942.0,801.0,56.0,23.25,35.83933333333334
15.0,141.0,179.0,5.5,842.0,801.0,28.0,43.73,51.492999999999995
15.0,141.0,179.0,5.5,842.0,801.0,3.0,13.4,30.236333333333324
15.0,141.0,179.0,5.5,842.0,801.0,7.0,24.13,37.38233333333334
15.0,141.0,179.0,5.5,842.0,801.0,56.0,44.52,50.012249999999995
19.0,141.0,154.0,10.9,942.0,801.0,28.0,62.94,50.442
19.0,141.0,154.0,10.9,942.0,801.0,28.0,59.49,49.969
19.0,141.0,154.0,10.9,942.0,801.0,3.0,25.12,33.044666666666664
19.0,141.0,154.0,10.9,942.0,801.0,3.0,23.64,33.044666666666664
19.0,141.0,154.0,10.9,942.0,801.0,7.0,35.75,36.55716666666666
19.0,141.0,154.0,10.9,942.0,801.0,7.0,38.61,51.05866666666667
19.0,141.0,154.0,10.9,942.0,801.0,56.0,68.75,51.5065
19.0,141.0,154.0,10.9,942.0,801.0,56.0,66.78,51.5065
0.0,0.0,218.0,0.0,838.4,719.7,28.0,23.85,30.625
0.0,0.0,192.0,0.0,913.2,895.3,90.0,32.07,31.016666666666662
0.0,0.0,192.0,0.0,913.2,895.3,3.0,11.65,23.572999999999997
0.0,0.0,192.0,0.0,940.6,785.6,3.0,19.2,30.188
0.0,0.0,192.0,0.0,940.6,785.6,90.0,48.85,47.012333333333345
0.0,0.0,192.0,0.0,940.6,785.6,28.0,39.6,39.748666666666665
0.0,0.0,192.0,0.0,936.2,712.2,28.0,43.94,47.914666666666676
0.0,0.0,192.0,0.0,936.2,712.2,7.0,34.57,33.5975
0.0,0.0,192.0,0.0,936.2,712.2,90.0,54.32,47.012333333333345
0.0,0.0,192.0,0.0,936.2,712.2,3.0,24.4,30.738
0.0,0.0,192.0,0.0,931.2,842.6,3.0,15.62,27.690499999999997
0.0,0.0,192.0,0.0,889.8,945.0,90.0,21.86,28.844333333333335
0.0,0.0,192.0,0.0,889.8,945.0,7.0,10.22,18.6455
0.0,0.0,192.0,0.0,913.2,895.3,7.0,14.6,27.690499999999997
0.0,0.0,192.0,0.0,889.8,945.0,28.0,18.75,29.412555555555556
0.0,0.0,192.0,0.0,931.2,842.6,28.0,31.97,33.201499999999996
0.0,0.0,192.0,0.0,931.2,842.6,7.0,23.4,30.738
0.0,0.0,192.0,0.0,913.2,895.3,28.0,25.57,29.412555555555556
0.0,0.0,192.0,0.0,931.2,842.6,90.0,41.68,46.934000000000005
0.0,0.0,192.0,0.0,940.6,785.6,7.0,27.74,33.592499999999994
0.0,0.0,192.0,0.0,889.8,945.0,3.0,8.2,18.6455
238.2,0.0,185.7,0.0,1040.6,734.3,7.0,9.62,27.026
359.4,0.0,185.7,0.0,941.6,664.3,7.0,25.42,47.663
158.8,0.0,185.7,0.0,1040.6,734.3,7.0,15.69,36.3655
272.8,0.0,185.7,0.0,1012.4,714.3,28.0,27.94,52.47950000000001
290.2,0.0,185.7,0.0,998.2,704.3,28.0,32.63,52.455000000000005
170.3,0.0,185.7,0.0,1026.6,724.3,7.0,17.24,38.59400000000001
181.9,0.0,185.7,0.0,1012.4,714.3,7.0,19.77,40.9715
359.4,0.0,185.7,0.0,941.6,664.3,28.0,39.44,55.001833333333344
147.2,0.0,185.7,0.0,1055.0,744.3,28.0,25.75,44.2565
0.0,0.0,185.7,0.0,1040.6,734.3,28.0,33.08,33.201499999999996
0.0,0.0,185.7,0.0,1047.8,739.3,7.0,24.07,30.738
316.1,0.0,185.7,0.0,977.0,689.3,7.0,21.82,47.0325
238.2,0.0,185.7,0.0,1040.6,734.3,28.0,21.07,43.38
0.0,0.0,185.7,0.0,1091.4,769.3,7.0,14.84,27.690499999999997
170.3,0.0,185.7,0.0,1026.6,724.3,28.0,32.05,51.34100000000001
135.7,0.0,185.7,0.0,1076.2,759.3,7.0,11.96,33.235499999999995
0.0,0.0,185.7,0.0,1040.6,734.3,7.0,25.45,30.738
0.0,0.0,185.7,0.0,1104.6,784.3,28.0,22.49,30.625
0.0,0.0,185.7,0.0,1091.4,769.3,28.0,25.22,30.625
342.1,0.0,185.7,0.0,955.8,674.3,28.0,39.7,53.80533333333334
147.2,0.0,185.7,0.0,1055.0,744.3,7.0,13.09,33.235499999999995
210.7,0.0,185.7,0.0,977.0,689.3,28.0,38.7,53.47383333333333
203.5,0.0,185.7,0.0,1076.2,759.3,7.0,7.51,27.026
0.0,0.0,185.7,0.0,1118.8,789.3,28.0,17.58,30.075
0.0,0.0,185.7,0.0,1069.2,754.3,7.0,21.18,30.188
203.5,0.0,185.7,0.0,1076.2,759.3,28.0,18.2,43.38
290.2,0.0,185.7,0.0,998.2,704.3,7.0,17.2,40.7555
135.7,0.0,185.7,0.0,1076.2,759.3,28.0,22.63,44.2565
193.5,0.0,185.7,0.0,998.2,704.3,7.0,21.86,45.61549999999999
272.8,0.0,185.7,0.0,1012.4,714.3,7.0,12.37,35.90599999999999
155.5,0.0,185.7,0.0,1026.6,724.3,28.0,25.73,44.2565
316.1,0.0,185.7,0.0,977.0,689.3,28.0,37.81,54.87133333333334
342.1,0.0,185.7,0.0,955.8,674.3,7.0,21.92,47.0325
193.5,0.0,185.7,0.0,998.2,704.3,28.0,33.04,52.205999999999996
0.0,0.0,185.7,0.0,1104.6,784.3,7.0,14.54,27.690499999999997
158.8,0.0,185.7,0.0,1040.6,734.3,28.0,26.91,51.34100000000001
124.1,0.0,185.7,0.0,1083.4,764.3,7.0,8.0,27.034499999999998
0.0,0.0,185.7,0.0,1069.2,754.3,28.0,31.9,33.201499999999996
0.0,0.0,185.7,0.0,1118.8,789.3,7.0,10.34,18.6455
0.0,0.0,185.7,0.0,1111.6,784.3,28.0,19.77,30.075
0.0,0.0,185.7,0.0,1047.8,739.3,28.0,37.44,39.748666666666665
0.0,0.0,185.7,0.0,1111.6,784.3,7.0,11.48,23.572999999999997
210.7,0.0,185.7,0.0,977.0,689.3,7.0,24.44,46.1875
124.1,0.0,185.7,0.0,1083.4,764.3,28.0,17.6,41.6215
155.5,0.0,185.7,0.0,1026.6,724.3,7.0,10.73,27.034499999999998
181.9,0.0,185.7,0.0,1012.4,714.3,28.0,31.38,51.346000000000004
0.0,0.0,197.0,0.0,968.0,781.0,3.0,13.22,23.572999999999997
0.0,0.0,197.0,0.0,968.0,781.0,7.0,20.97,30.188
0.0,0.0,197.0,0.0,968.0,781.0,14.0,27.04,33.201499999999996
0.0,0.0,197.0,0.0,968.0,781.0,28.0,32.04,33.201499999999996
0.0,0.0,197.0,0.0,968.0,781.0,90.0,35.17,31.016666666666662
0.0,0.0,197.0,0.0,968.0,781.0,180.0,36.45,38.697
0.0,0.0,197.0,0.0,968.0,781.0,365.0,38.89,38.697
0.0,0.0,194.0,0.0,968.0,885.0,3.0,6.47,18.6455
0.0,0.0,194.0,0.0,968.0,885.0,14.0,12.84,22.671999999999997
0.0,0.0,194.0,0.0,968.0,885.0,28.0,18.42,30.075
0.0,0.0,194.0,0.0,968.0,885.0,90.0,21.95,28.844333333333335
0.0,0.0,193.0,0.0,968.0,885.0,180.0,24.1,27.255666666666663
0.0,0.0,193.0,0.0,968.0,885.0,365.0,25.08,27.255666666666663
0.0,0.0,191.0,0.0,968.0,856.0,14.0,21.26,30.075
0.0,0.0,191.0,0.0,968.0,856.0,28.0,25.97,30.625
0.0,0.0,191.0,0.0,968.0,856.0,3.0,11.36,23.572999999999997
0.0,0.0,191.0,0.0,968.0,856.0,90.0,31.25,31.016666666666662
0.0,0.0,191.0,0.0,968.0,856.0,180.0,32.33,28.214666666666666
0.0,0.0,191.0,0.0,968.0,856.0,360.0,33.7,28.214666666666666
0.0,0.0,198.0,0.0,968.0,863.0,3.0,9.31,18.6455
0.0,0.0,198.0,0.0,968.0,863.0,90.0,26.94,31.016666666666662
0.0,0.0,198.0,0.0,968.0,863.0,180.0,27.63,28.214666666666666
0.0,0.0,198.0,0.0,968.0,863.0,365.0,29.79,28.214666666666666
0.0,0.0,193.0,0.0,968.0,812.0,180.0,34.49,28.214666666666666
0.0,0.0,193.0,0.0,968.0,812.0,365.0,36.15,28.214666666666666
0.0,0.0,193.0,0.0,968.0,812.0,3.0,12.54,23.572999999999997
0.0,0.0,193.0,0.0,968.0,812.0,28.0,27.53,33.201499999999996
0.0,0.0,193.0,0.0,968.0,812.0,90.0,32.92,31.016666666666662
0.0,0.0,193.0,0.0,968.0,885.0,7.0,9.99,18.6455
0.0,0.0,180.0,0.0,1125.0,845.0,7.0,7.84,18.6455
0.0,0.0,180.0,0.0,1125.0,845.0,28.0,12.25,22.671999999999997
0.0,0.0,181.0,0.0,1113.0,833.0,7.0,11.17,18.6455
0.0,0.0,181.0,0.0,1113.0,833.0,28.0,17.34,28.43
0.0,0.0,184.0,0.0,1063.0,783.0,7.0,17.54,30.188
0.0,0.0,184.0,0.0,1063.0,783.0,28.0,30.57,33.201499999999996
0.0,0.0,183.0,0.0,1088.0,808.0,7.0,14.2,27.690499999999997
0.0,0.0,183.0,0.0,1088.0,808.0,28.0,24.5,30.625
0.0,0.0,184.0,0.0,1075.0,795.0,7.0,15.58,27.690499999999997
0.0,0.0,184.0,0.0,1075.0,795.0,28.0,26.85,33.201499999999996
0.0,0.0,186.0,0.0,1038.0,758.0,7.0,26.06,30.738
0.0,0.0,186.0,0.0,1038.0,758.0,28.0,38.21,39.748666666666665
0.0,0.0,187.0,0.0,1025.0,745.0,28.0,43.7,48.04466666666667
0.0,0.0,187.0,0.0,1025.0,745.0,7.0,30.14,33.592499999999994
0.0,0.0,182.0,0.0,1100.0,820.0,7.0,12.73,23.572999999999997
0.0,0.0,182.0,0.0,1100.0,820.0,28.0,20.87,30.075
0.0,0.0,186.0,0.0,1050.0,770.0,7.0,20.28,30.188
0.0,0.0,186.0,0.0,1050.0,770.0,28.0,34.29,33.201499999999996
305.3,0.0,203.5,0.0,963.4,630.0,7.0,19.54,44.385
166.8,0.0,203.5,0.0,977.6,694.1,90.0,47.71,58.946
236.0,0.0,192.0,0.0,935.4,781.2,90.0,43.38,59.53233333333333
212.0,0.0,203.5,0.0,971.8,748.5,28.0,29.89,52.47450000000001
250.2,0.0,203.5,0.0,975.6,692.6,3.0,6.9,27.256
183.9,0.0,203.5,0.0,958.2,800.1,90.0,33.19,50.24233333333334
122.6,0.0,203.5,0.0,959.2,800.0,3.0,4.9,27.034499999999998
153.0,0.0,192.0,0.0,887.0,942.0,3.0,4.57,27.034499999999998
153.0,0.0,192.0,0.0,887.0,942.0,90.0,25.46,45.710333333333345
183.9,0.0,203.5,0.0,958.2,800.1,28.0,24.29,44.2565
250.2,0.0,203.5,0.0,975.6,692.6,28.0,33.95,53.3375
133.0,0.0,192.0,0.0,965.4,806.2,3.0,11.41,33.235499999999995
162.4,0.0,203.5,0.0,938.2,849.0,28.0,20.59,41.6215
203.5,0.0,203.5,0.0,965.4,631.0,7.0,25.89,46.7515
162.4,0.0,203.5,0.0,938.2,849.0,90.0,29.23,50.393333333333345
173.0,0.0,192.0,0.0,909.8,891.9,90.0,31.02,50.393333333333345
212.0,0.0,203.5,0.0,971.8,748.5,7.0,10.39,27.026
236.0,0.0,192.0,0.0,935.4,781.2,28.0,33.66,52.47450000000001
200.0,0.0,192.0,0.0,927.4,839.2,28.0,27.87,52.47450000000001
166.8,0.0,203.5,0.0,977.6,694.1,7.0,19.35,40.9715
116.0,0.0,192.0,0.0,946.8,856.8,7.0,11.39,33.235499999999995
288.0,0.0,192.0,0.0,929.8,716.1,3.0,12.79,35.90599999999999
288.0,0.0,192.0,0.0,929.8,716.1,28.0,39.32,53.87966666666667
102.0,0.0,192.0,0.0,888.0,943.1,3.0,4.78,27.095999999999993
192.0,0.0,192.0,0.0,932.0,717.8,3.0,16.11,38.30549999999999
203.5,0.0,203.5,0.0,965.4,631.0,28.0,43.38,55.349333333333334
157.0,0.0,192.0,0.0,972.6,749.1,7.0,20.42,40.9715
116.0,0.0,192.0,0.0,946.8,856.8,3.0,6.94,27.034499999999998
141.3,0.0,203.5,0.0,973.4,750.0,7.0,15.03,36.3655
157.0,0.0,192.0,0.0,972.6,749.1,3.0,13.57,33.235499999999995
122.6,0.0,203.5,0.0,959.2,800.0,90.0,32.53,50.37633333333334
250.2,0.0,203.5,0.0,975.6,692.6,7.0,15.75,38.526999999999994
153.0,0.0,192.0,0.0,887.0,942.0,7.0,7.68,27.034499999999998
192.0,0.0,192.0,0.0,932.0,717.8,28.0,38.8,52.83066666666667
141.3,0.0,203.5,0.0,973.4,750.0,28.0,33.0,52.18650000000001
153.0,0.0,192.0,0.0,887.0,942.0,28.0,17.28,40.5268888888889
116.0,0.0,192.0,0.0,946.8,856.8,28.0,24.28,44.2565
122.6,0.0,203.5,0.0,959.2,800.0,28.0,24.05,44.2565
200.0,0.0,192.0,0.0,927.4,839.2,90.0,36.59,58.143666666666675
288.0,0.0,192.0,0.0,929.8,716.1,90.0,50.73,60.063666666666656
200.0,0.0,192.0,0.0,927.4,839.2,7.0,13.66,35.06099999999999
203.5,0.0,203.5,0.0,965.4,631.0,3.0,14.14,37.8955
157.0,0.0,192.0,0.0,972.6,749.1,90.0,47.78,59.68333333333332
162.4,0.0,203.5,0.0,938.2,849.0,3.0,2.33,27.034499999999998
236.0,0.0,192.0,0.0,935.4,781.2,7.0,16.89,39.9105
192.0,0.0,192.0,0.0,932.0,717.8,7.0,23.52,45.61549999999999
141.3,0.0,203.5,0.0,973.4,750.0,3.0,6.81,27.034499999999998
141.3,0.0,203.5,0.0,973.4,750.0,90.0,39.7,57.928
102.0,0.0,192.0,0.0,888.0,943.1,28.0,17.96,43.69755555555556
157.0,0.0,192.0,0.0,972.6,749.1,28.0,32.88,51.34100000000001
173.0,0.0,192.0,0.0,909.8,891.9,28.0,22.35,45.498222222222225
122.6,0.0,203.5,0.0,959.2,800.0,7.0,10.79,27.034499999999998
162.4,0.0,203.5,0.0,938.2,849.0,7.0,7.72,27.034499999999998
